Term Code,Term Desc,Subject,Class Nbr,Class Section,Primary Instructor ID,Primary Instructor Last Name,Primary Instructor First Name,Room Code,Building Code,Term Start Date,Term End Date,Begin Time,End Time,Monday Indicator,Tuesday Indicator,Wednesday Indicator,Thursday Indicator,Friday Indicator,Saturday Indicator,Sunday Indicator,Instructional Mode
202530,Summer 2025,SOC,553,101,91839149,Patel,Nehal, ,WEB,5/5/2025,6/20/2025, , , , , , , , , ,Online-Asynchronous
202530,Summer 2025,SPAN,101,101,93618201,Rodriguez-McGill,Carlos, ,WEB,5/5/2025,6/20/2025, , , , , , , , , ,Online-Asynchronous
202530,Summer 2025,SPMT,410,101,88313543,Son,Veronica, ,WEB,5/5/2025,6/20/2025, , , , , , , , , ,Online-Asynchronous
202530,Summer 2025,STAT,263,101,50031100,Mikula,Margaret, ,WEB,5/5/2025,6/20/2025, , , , , , , , , ,Online-Asynchronous
202530,Summer 2025,URS,360,101,33422521,Hickey,Georgina, , ,5/5/2025,6/20/2025, , , , , , , , , ,In Person
202530,Summer 2025,URS,380,101,33422521,Hickey,Georgina, , ,5/5/2025,6/20/2025, , , , , , , , , ,In Person
202530,Summer 2025,WGST,303,101,87364562,Jayaprakash,Shalini, ,WEB,5/5/2025,6/20/2025, , , , , , , , , ,Online-Asynchronous
,,,,,,,,,,,,,,,,,,,,,
"This report will be scheduled on the first week (first day of the term) of fall and winter semesters

Last updated: 5/5/2025 01:05 PM

Prompt Summary: *** Query Name:BANDATA ***

    Enter value(s) for Parts of Term Code 2;4;6
    Select Term 202530",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
